FECHA,Hora_0,Hora_1,Hora_2,Hora_3,Hora_4,Hora_5,Hora_6,Hora_7,Hora_8,Hora_9,Hora_10,Hora_11,Hora_12,Hora_13,Hora_14,Hora_15,Hora_16,Hora_17,Hora_18,Hora_19,Hora_20,Hora_21,Hora_22,Hora_23
2017-05-01,1.0,2.0,2.0,1.0,3.0,3.0,6.0,0.0,4.0,2.0,3.0,5.0,6.0,8.0,3.0,3.0,4.0,7.0,3.0,4.0,3.0,5.0,5.0,2.0
2017-05-02,3.0,0.0,0.0,0.0,3.0,14.0,12.0,19.0,10.0,5.0,8.0,12.0,11.0,6.0,6.0,9.0,8.0,10.0,15.0,5.0,3.0,7.0,3.0,0.0
2017-05-03,0.0,1.0,0.0,0.0,0.0,4.0,10.0,7.0,7.0,9.0,5.0,6.0,11.0,10.0,9.0,7.0,7.0,9.0,7.0,4.0,6.0,4.0,1.0,1.0
2017-05-04,1.0,0.0,0.0,0.0,0.0,2.0,9.0,9.0,8.0,6.0,4.0,2.0,7.0,8.0,16.0,12.0,6.0,9.0,5.0,6.0,5.0,3.0,4.0,1.0
2017-05-05,3.0,0.0,1.0,0.0,0.0,4.0,8.0,16.0,8.0,8.0,13.0,3.0,4.0,6.0,12.0,12.0,8.0,9.0,11.0,8.0,1.0,1.0,2.0,2.0
2017-05-06,1.0,0.0,0.0,2.0,2.0,2.0,7.0,4.0,6.0,6.0,7.0,4.0,7.0,16.0,13.0,7.0,9.0,3.0,7.0,4.0,11.0,4.0,1.0,8.0
2017-05-07,1.0,1.0,1.0,1.0,0.0,1.0,4.0,2.0,3.0,2.0,1.0,2.0,4.0,4.0,5.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0
2017-05-08,2.0,0.0,1.0,1.0,1.0,5.0,17.0,11.0,8.0,4.0,6.0,9.0,14.0,4.0,4.0,6.0,5.0,10.0,15.0,5.0,2.0,1.0,4.0,1.0
2017-05-09,2.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,2.0,5.0,5.0,13.0,5.0,8.0,4.0,13.0,8.0,11.0,9.0,8.0,4.0,6.0,1.0,4.0
2017-05-10,0.0,0.0,0.0,1.0,0.0,2.0,7.0,8.0,5.0,4.0,3.0,11.0,7.0,10.0,10.0,6.0,7.0,6.0,13.0,11.0,3.0,3.0,1.0,1.0
2017-05-11,1.0,0.0,0.0,1.0,0.0,3.0,5.0,6.0,4.0,11.0,3.0,3.0,4.0,7.0,11.0,8.0,7.0,12.0,11.0,9.0,5.0,6.0,1.0,1.0
2017-05-12,1.0,2.0,0.0,1.0,2.0,4.0,10.0,8.0,7.0,3.0,7.0,8.0,6.0,11.0,11.0,7.0,10.0,12.0,8.0,6.0,5.0,4.0,6.0,5.0
2017-05-13,1.0,2.0,1.0,0.0,1.0,2.0,5.0,2.0,1.0,7.0,8.0,10.0,2.0,9.0,6.0,8.0,9.0,7.0,8.0,6.0,8.0,6.0,4.0,5.0
2017-05-14,4.0,2.0,6.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,3.0,8.0,2.0,10.0,6.0,4.0,6.0,3.0,13.0,7.0,6.0,3.0,3.0,5.0
2017-05-15,1.0,0.0,1.0,0.0,1.0,8.0,14.0,21.0,6.0,7.0,7.0,7.0,10.0,9.0,5.0,8.0,6.0,7.0,10.0,10.0,2.0,6.0,3.0,0.0
2017-05-16,0.0,0.0,3.0,0.0,1.0,1.0,6.0,7.0,2.0,12.0,9.0,8.0,5.0,8.0,9.0,10.0,7.0,15.0,0.0,10.0,2.0,4.0,0.0,0.0
2017-05-17,0.0,1.0,0.0,0.0,0.0,1.0,9.0,13.0,8.0,2.0,7.0,10.0,9.0,7.0,9.0,6.0,8.0,7.0,7.0,7.0,6.0,1.0,3.0,1.0
2017-05-18,2.0,0.0,0.0,0.0,1.0,0.0,9.0,3.0,3.0,6.0,9.0,4.0,11.0,4.0,9.0,13.0,12.0,11.0,9.0,3.0,5.0,7.0,5.0,0.0
2017-05-19,1.0,1.0,0.0,1.0,1.0,0.0,5.0,5.0,12.0,6.0,9.0,9.0,3.0,14.0,10.0,13.0,12.0,12.0,13.0,6.0,7.0,2.0,4.0,2.0
2017-05-20,1.0,2.0,1.0,0.0,1.0,0.0,2.0,5.0,5.0,5.0,3.0,10.0,8.0,8.0,9.0,4.0,3.0,5.0,2.0,4.0,4.0,3.0,3.0,6.0
2017-05-21,5.0,2.0,3.0,1.0,3.0,2.0,0.0,1.0,1.0,1.0,8.0,4.0,3.0,4.0,3.0,4.0,1.0,6.0,4.0,5.0,4.0,3.0,4.0,1.0
2017-05-22,3.0,0.0,1.0,0.0,2.0,8.0,7.0,11.0,8.0,6.0,4.0,7.0,6.0,7.0,10.0,8.0,2.0,13.0,8.0,7.0,4.0,3.0,4.0,1.0
2017-05-23,0.0,0.0,0.0,1.0,1.0,5.0,13.0,7.0,9.0,7.0,8.0,4.0,6.0,9.0,8.0,12.0,13.0,13.0,4.0,7.0,5.0,3.0,2.0,2.0
2017-05-24,1.0,1.0,0.0,0.0,0.0,4.0,6.0,10.0,7.0,5.0,5.0,6.0,5.0,8.0,5.0,7.0,6.0,9.0,13.0,5.0,8.0,2.0,2.0,2.0
2017-05-25,0.0,1.0,0.0,0.0,0.0,3.0,10.0,2.0,6.0,3.0,6.0,5.0,9.0,14.0,9.0,5.0,15.0,7.0,5.0,4.0,1.0,8.0,3.0,1.0
2017-05-26,2.0,1.0,0.0,1.0,1.0,4.0,7.0,8.0,9.0,4.0,8.0,8.0,6.0,10.0,6.0,12.0,14.0,16.0,6.0,8.0,7.0,5.0,5.0,3.0
2017-05-27,1.0,0.0,1.0,1.0,2.0,0.0,1.0,4.0,5.0,4.0,7.0,6.0,6.0,8.0,6.0,7.0,6.0,13.0,7.0,8.0,2.0,4.0,5.0,2.0
2017-05-28,7.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,10.0,2.0,5.0,7.0,3.0,4.0,8.0,1.0,1.0,1.0,4.0,0.0
2017-05-29,2.0,5.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,7.0,6.0,10.0,4.0,2.0,6.0,7.0,9.0,7.0,7.0,2.0,1.0,3.0
2017-05-30,0.0,1.0,1.0,1.0,1.0,5.0,5.0,11.0,10.0,7.0,10.0,4.0,4.0,8.0,8.0,9.0,6.0,17.0,11.0,8.0,4.0,5.0,1.0,1.0
2017-05-31,0.0,0.0,0.0,0.0,0.0,3.0,19.0,20.0,12.0,8.0,6.0,11.0,4.0,4.0,3.0,8.0,2.0,11.0,4.0,7.0,9.0,4.0,5.0,4.0
2017-06-01,2.0,1.0,0.0,1.0,3.0,0.0,7.0,3.0,4.0,3.0,6.0,4.0,7.0,7.0,10.0,7.0,6.0,10.0,8.0,12.0,3.0,12.0,10.0,4.0
2017-06-02,1.0,0.0,1.0,1.0,0.0,4.0,5.0,7.0,8.0,3.0,8.0,7.0,8.0,11.0,9.0,13.0,10.0,9.0,5.0,7.0,4.0,3.0,3.0,5.0
2017-06-03,3.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,9.0,6.0,4.0,10.0,14.0,10.0,8.0,9.0,11.0,7.0,5.0,8.0,3.0,6.0,3.0,2.0
2017-06-04,2.0,3.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,7.0,3.0,3.0,8.0,3.0,4.0,3.0,5.0,3.0,4.0,2.0,1.0,5.0
2017-06-05,2.0,0.0,0.0,0.0,0.0,2.0,6.0,10.0,2.0,4.0,5.0,6.0,5.0,12.0,6.0,4.0,5.0,14.0,7.0,7.0,4.0,3.0,4.0,3.0
2017-06-06,0.0,1.0,1.0,1.0,1.0,2.0,13.0,9.0,12.0,6.0,5.0,10.0,5.0,8.0,10.0,8.0,4.0,7.0,7.0,6.0,7.0,2.0,1.0,1.0
2017-06-07,1.0,0.0,0.0,0.0,1.0,9.0,15.0,12.0,14.0,8.0,14.0,7.0,5.0,8.0,9.0,7.0,5.0,11.0,12.0,5.0,3.0,8.0,3.0,2.0
2017-06-08,1.0,1.0,0.0,0.0,0.0,2.0,6.0,6.0,4.0,4.0,4.0,9.0,3.0,5.0,5.0,7.0,10.0,11.0,13.0,11.0,7.0,6.0,0.0,0.0
2017-06-09,2.0,0.0,0.0,0.0,1.0,2.0,8.0,6.0,6.0,7.0,12.0,4.0,10.0,7.0,6.0,7.0,17.0,9.0,4.0,6.0,12.0,6.0,4.0,3.0
2017-06-10,3.0,1.0,2.0,0.0,2.0,1.0,3.0,9.0,8.0,1.0,13.0,7.0,6.0,7.0,10.0,11.0,10.0,5.0,8.0,9.0,7.0,4.0,8.0,3.0
2017-06-11,3.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,0.0,3.0,5.0,3.0,5.0,4.0,4.0,10.0,11.0,5.0,4.0,5.0,2.0
2017-06-12,0.0,2.0,2.0,0.0,0.0,3.0,6.0,13.0,8.0,7.0,5.0,8.0,6.0,5.0,6.0,12.0,9.0,7.0,5.0,7.0,3.0,3.0,2.0,0.0
2017-06-13,0.0,0.0,0.0,0.0,0.0,4.0,6.0,8.0,5.0,1.0,2.0,9.0,7.0,18.0,5.0,9.0,12.0,10.0,8.0,7.0,5.0,3.0,4.0,0.0
2017-06-14,3.0,0.0,0.0,1.0,0.0,2.0,11.0,15.0,11.0,5.0,8.0,8.0,8.0,10.0,15.0,4.0,10.0,14.0,5.0,8.0,9.0,3.0,2.0,0.0
2017-06-15,0.0,1.0,1.0,0.0,1.0,4.0,8.0,16.0,9.0,5.0,5.0,4.0,4.0,6.0,13.0,9.0,6.0,10.0,6.0,7.0,4.0,6.0,3.0,0.0
2017-06-16,0.0,0.0,0.0,0.0,1.0,3.0,5.0,14.0,7.0,6.0,4.0,5.0,4.0,10.0,7.0,8.0,13.0,12.0,5.0,7.0,6.0,3.0,3.0,1.0
2017-06-17,3.0,0.0,3.0,0.0,0.0,3.0,9.0,4.0,2.0,6.0,5.0,10.0,8.0,18.0,9.0,7.0,2.0,6.0,8.0,3.0,3.0,3.0,4.0,3.0
2017-06-18,1.0,1.0,3.0,0.0,4.0,4.0,0.0,0.0,2.0,1.0,5.0,7.0,6.0,4.0,6.0,5.0,9.0,4.0,2.0,7.0,2.0,5.0,12.0,6.0
2017-06-19,0.0,5.0,2.0,0.0,3.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,4.0,2.0,4.0,8.0,4.0,5.0,7.0,2.0,6.0,6.0,1.0,0.0
2017-06-20,2.0,1.0,1.0,1.0,0.0,2.0,5.0,1.0,7.0,10.0,16.0,4.0,8.0,4.0,11.0,7.0,5.0,3.0,6.0,5.0,6.0,3.0,1.0,1.0
2017-06-21,0.0,0.0,0.0,0.0,0.0,4.0,12.0,9.0,5.0,6.0,5.0,4.0,2.0,6.0,6.0,5.0,9.0,10.0,8.0,11.0,3.0,4.0,3.0,1.0
2017-06-22,0.0,0.0,1.0,0.0,1.0,2.0,2.0,5.0,6.0,5.0,7.0,7.0,7.0,7.0,4.0,4.0,7.0,12.0,11.0,13.0,14.0,3.0,4.0,2.0
2017-06-23,0.0,0.0,0.0,0.0,0.0,3.0,5.0,5.0,6.0,9.0,4.0,5.0,4.0,12.0,7.0,5.0,8.0,8.0,10.0,9.0,8.0,4.0,3.0,1.0
2017-06-24,1.0,1.0,0.0,0.0,0.0,3.0,3.0,7.0,8.0,7.0,4.0,7.0,5.0,3.0,7.0,6.0,6.0,4.0,7.0,6.0,1.0,2.0,6.0,2.0
2017-06-25,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,5.0,3.0,6.0,4.0,3.0,2.0,2.0,3.0,4.0,11.0,2.0,1.0
2017-06-26,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,7.0,6.0,2.0,2.0,0.0,2.0,7.0,6.0,5.0,9.0,1.0,6.0,2.0
2017-06-27,0.0,2.0,1.0,0.0,0.0,4.0,5.0,10.0,11.0,7.0,4.0,4.0,5.0,5.0,8.0,7.0,7.0,12.0,4.0,7.0,6.0,2.0,1.0,0.0
2017-06-28,0.0,0.0,1.0,0.0,0.0,1.0,11.0,6.0,5.0,12.0,3.0,8.0,5.0,11.0,6.0,10.0,14.0,10.0,7.0,6.0,6.0,5.0,0.0,1.0
2017-06-29,0.0,1.0,0.0,0.0,0.0,1.0,3.0,5.0,8.0,3.0,3.0,6.0,3.0,5.0,10.0,10.0,9.0,10.0,9.0,12.0,4.0,4.0,4.0,1.0
2017-06-30,0.0,1.0,0.0,1.0,3.0,2.0,8.0,13.0,9.0,7.0,6.0,7.0,8.0,9.0,6.0,6.0,9.0,7.0,6.0,4.0,5.0,7.0,6.0,0.0
2017-07-01,0.0,1.0,3.0,1.0,1.0,1.0,2.0,6.0,2.0,3.0,8.0,11.0,8.0,9.0,10.0,13.0,5.0,7.0,4.0,9.0,6.0,5.0,0.0,4.0
2017-07-02,2.0,0.0,2.0,1.0,2.0,3.0,6.0,2.0,1.0,0.0,1.0,8.0,1.0,2.0,2.0,5.0,7.0,3.0,2.0,3.0,3.0,0.0,4.0,3.0
2017-07-03,2.0,0.0,1.0,3.0,1.0,2.0,4.0,1.0,0.0,0.0,1.0,2.0,5.0,7.0,1.0,1.0,5.0,6.0,3.0,3.0,1.0,6.0,4.0,3.0
2017-07-04,1.0,0.0,0.0,0.0,0.0,1.0,9.0,6.0,6.0,5.0,5.0,10.0,10.0,8.0,8.0,6.0,8.0,12.0,10.0,13.0,4.0,2.0,2.0,0.0
2017-07-05,2.0,0.0,0.0,0.0,0.0,7.0,4.0,9.0,4.0,7.0,6.0,5.0,10.0,8.0,12.0,8.0,3.0,10.0,10.0,5.0,5.0,9.0,2.0,1.0
2017-07-06,0.0,0.0,0.0,0.0,0.0,5.0,5.0,8.0,7.0,7.0,8.0,4.0,3.0,4.0,7.0,6.0,7.0,10.0,6.0,6.0,6.0,5.0,0.0,4.0
2017-07-07,1.0,0.0,0.0,0.0,1.0,2.0,6.0,4.0,5.0,9.0,10.0,5.0,10.0,7.0,9.0,8.0,10.0,7.0,9.0,5.0,9.0,3.0,2.0,6.0
2017-07-08,2.0,2.0,0.0,1.0,1.0,0.0,5.0,4.0,9.0,5.0,8.0,3.0,9.0,9.0,8.0,6.0,9.0,9.0,11.0,4.0,10.0,7.0,9.0,1.0
2017-07-09,2.0,0.0,3.0,0.0,2.0,0.0,2.0,1.0,3.0,4.0,5.0,4.0,5.0,7.0,9.0,5.0,6.0,4.0,4.0,1.0,5.0,4.0,0.0,1.0
2017-07-10,0.0,0.0,1.0,0.0,0.0,3.0,7.0,6.0,6.0,7.0,5.0,4.0,4.0,13.0,7.0,8.0,5.0,14.0,4.0,8.0,5.0,6.0,1.0,1.0
2017-07-11,0.0,0.0,0.0,0.0,0.0,1.0,13.0,2.0,5.0,13.0,3.0,11.0,6.0,5.0,9.0,11.0,8.0,12.0,11.0,10.0,6.0,2.0,1.0,1.0
2017-07-12,0.0,0.0,0.0,0.0,0.0,2.0,8.0,13.0,4.0,5.0,8.0,5.0,9.0,5.0,2.0,8.0,6.0,10.0,9.0,12.0,4.0,2.0,1.0,0.0
2017-07-13,1.0,1.0,1.0,1.0,0.0,2.0,3.0,8.0,8.0,8.0,7.0,8.0,8.0,6.0,15.0,10.0,6.0,10.0,6.0,3.0,3.0,1.0,0.0,0.0
2017-07-14,0.0,1.0,1.0,0.0,0.0,2.0,7.0,7.0,12.0,5.0,6.0,7.0,12.0,5.0,17.0,5.0,8.0,11.0,8.0,4.0,8.0,9.0,7.0,3.0
2017-07-15,2.0,1.0,0.0,0.0,3.0,6.0,10.0,11.0,4.0,3.0,8.0,3.0,4.0,11.0,8.0,7.0,4.0,7.0,4.0,9.0,9.0,3.0,7.0,1.0
2017-07-16,3.0,6.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,6.0,4.0,3.0,5.0,5.0,6.0,7.0,2.0,0.0,3.0,5.0,2.0,3.0,3.0
2017-07-17,0.0,1.0,2.0,0.0,0.0,2.0,8.0,6.0,6.0,4.0,4.0,8.0,12.0,15.0,8.0,8.0,9.0,8.0,10.0,7.0,7.0,2.0,0.0,0.0
2017-07-18,0.0,0.0,0.0,1.0,0.0,3.0,10.0,10.0,4.0,11.0,5.0,12.0,12.0,6.0,5.0,5.0,4.0,11.0,13.0,7.0,8.0,8.0,5.0,2.0
2017-07-19,0.0,1.0,1.0,0.0,1.0,4.0,8.0,13.0,6.0,8.0,7.0,10.0,11.0,11.0,7.0,8.0,7.0,12.0,7.0,6.0,6.0,6.0,2.0,3.0
2017-07-20,3.0,4.0,2.0,1.0,4.0,1.0,2.0,2.0,4.0,3.0,4.0,1.0,4.0,11.0,5.0,4.0,0.0,3.0,3.0,1.0,3.0,3.0,3.0,0.0
2017-07-21,2.0,0.0,1.0,1.0,1.0,1.0,10.0,10.0,7.0,8.0,10.0,6.0,10.0,10.0,11.0,8.0,7.0,8.0,3.0,9.0,4.0,6.0,7.0,1.0
2017-07-22,0.0,2.0,0.0,0.0,2.0,1.0,3.0,3.0,7.0,3.0,4.0,7.0,6.0,13.0,5.0,6.0,8.0,3.0,4.0,4.0,6.0,8.0,5.0,3.0
2017-07-23,0.0,1.0,1.0,4.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,4.0,4.0,5.0,3.0,5.0,3.0,8.0,5.0,5.0,1.0,1.0
2017-07-24,1.0,2.0,2.0,0.0,1.0,1.0,8.0,9.0,11.0,4.0,12.0,9.0,5.0,11.0,9.0,12.0,10.0,13.0,6.0,5.0,5.0,2.0,4.0,1.0
2017-07-25,1.0,1.0,0.0,0.0,0.0,0.0,26.0,16.0,6.0,7.0,14.0,7.0,4.0,5.0,7.0,4.0,7.0,13.0,10.0,6.0,4.0,4.0,4.0,0.0
2017-07-26,1.0,0.0,0.0,0.0,1.0,2.0,7.0,15.0,1.0,5.0,7.0,13.0,14.0,6.0,7.0,9.0,10.0,10.0,7.0,6.0,8.0,5.0,1.0,0.0
2017-07-27,1.0,0.0,0.0,0.0,1.0,3.0,13.0,5.0,10.0,8.0,9.0,8.0,10.0,3.0,6.0,7.0,11.0,16.0,3.0,3.0,6.0,7.0,5.0,0.0
2017-07-28,0.0,2.0,0.0,1.0,0.0,3.0,7.0,9.0,10.0,3.0,6.0,4.0,9.0,10.0,14.0,11.0,6.0,12.0,5.0,5.0,8.0,6.0,6.0,0.0
2017-07-29,2.0,1.0,2.0,4.0,2.0,2.0,4.0,3.0,4.0,7.0,7.0,5.0,10.0,8.0,7.0,9.0,3.0,10.0,10.0,6.0,6.0,9.0,5.0,4.0
2017-07-30,5.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,3.0,5.0,4.0,6.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,1.0
2017-07-31,1.0,1.0,1.0,0.0,0.0,5.0,12.0,12.0,8.0,6.0,10.0,8.0,4.0,11.0,5.0,11.0,11.0,11.0,10.0,7.0,4.0,4.0,3.0,1.0
2017-08-01,0.0,0.0,0.0,0.0,0.0,2.0,7.0,9.0,10.0,9.0,4.0,4.0,15.0,5.0,9.0,5.0,13.0,14.0,21.0,7.0,8.0,3.0,8.0,0.0
2017-08-02,0.0,2.0,0.0,0.0,0.0,1.0,6.0,7.0,9.0,8.0,9.0,10.0,13.0,7.0,10.0,9.0,15.0,10.0,10.0,3.0,3.0,1.0,3.0,0.0
2017-08-03,0.0,1.0,0.0,0.0,0.0,1.0,11.0,6.0,9.0,5.0,4.0,3.0,4.0,14.0,9.0,7.0,10.0,13.0,8.0,10.0,6.0,11.0,2.0,0.0
2017-08-04,0.0,1.0,3.0,3.0,0.0,14.0,14.0,14.0,16.0,18.0,9.0,7.0,10.0,18.0,10.0,11.0,19.0,9.0,8.0,7.0,8.0,8.0,4.0,5.0
2017-08-05,1.0,3.0,0.0,1.0,3.0,1.0,2.0,2.0,6.0,2.0,7.0,5.0,8.0,11.0,8.0,4.0,8.0,12.0,5.0,8.0,7.0,4.0,7.0,4.0
2017-08-06,0.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,4.0,2.0,2.0,11.0,8.0,7.0,4.0,10.0,7.0,3.0,5.0,7.0,6.0,3.0,3.0,1.0
2017-08-07,0.0,0.0,4.0,0.0,2.0,4.0,9.0,4.0,0.0,3.0,2.0,2.0,10.0,4.0,4.0,7.0,7.0,6.0,2.0,10.0,7.0,5.0,4.0,1.0
2017-08-08,0.0,0.0,0.0,0.0,0.0,5.0,5.0,9.0,5.0,7.0,3.0,8.0,10.0,10.0,8.0,6.0,13.0,12.0,15.0,7.0,8.0,4.0,0.0,0.0
2017-08-09,0.0,1.0,1.0,0.0,1.0,4.0,21.0,7.0,8.0,4.0,8.0,7.0,9.0,8.0,8.0,10.0,8.0,17.0,6.0,13.0,7.0,3.0,5.0,0.0
2017-08-10,0.0,0.0,0.0,0.0,0.0,5.0,6.0,7.0,10.0,3.0,4.0,6.0,7.0,8.0,10.0,9.0,6.0,12.0,8.0,7.0,5.0,4.0,1.0,1.0
2017-08-11,0.0,0.0,1.0,1.0,0.0,4.0,16.0,11.0,11.0,11.0,5.0,9.0,7.0,7.0,7.0,7.0,7.0,9.0,12.0,8.0,4.0,2.0,2.0,1.0
2017-08-12,0.0,0.0,2.0,1.0,0.0,4.0,1.0,5.0,3.0,0.0,8.0,10.0,12.0,6.0,10.0,3.0,7.0,6.0,10.0,6.0,5.0,8.0,5.0,0.0
2017-08-13,0.0,1.0,3.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,5.0,8.0,7.0,2.0,4.0,3.0,6.0,4.0,7.0,9.0,1.0,2.0,1.0,4.0
2017-08-14,0.0,0.0,1.0,1.0,1.0,1.0,14.0,3.0,4.0,11.0,2.0,6.0,7.0,8.0,14.0,10.0,8.0,14.0,13.0,10.0,6.0,2.0,3.0,3.0
2017-08-15,0.0,1.0,1.0,0.0,0.0,2.0,8.0,10.0,8.0,7.0,10.0,4.0,9.0,7.0,11.0,8.0,5.0,12.0,3.0,3.0,4.0,9.0,5.0,2.0
2017-08-16,0.0,0.0,0.0,0.0,2.0,7.0,13.0,7.0,9.0,5.0,7.0,8.0,15.0,13.0,6.0,15.0,8.0,7.0,5.0,8.0,9.0,5.0,1.0,4.0
2017-08-17,0.0,0.0,0.0,0.0,1.0,8.0,7.0,9.0,5.0,10.0,7.0,8.0,18.0,7.0,11.0,10.0,11.0,12.0,9.0,4.0,4.0,5.0,3.0,1.0
2017-08-18,0.0,0.0,0.0,0.0,0.0,2.0,12.0,12.0,3.0,2.0,7.0,7.0,5.0,13.0,17.0,12.0,13.0,11.0,11.0,12.0,5.0,3.0,2.0,4.0
2017-08-19,0.0,0.0,1.0,0.0,1.0,3.0,3.0,4.0,5.0,9.0,15.0,7.0,12.0,8.0,5.0,5.0,12.0,7.0,7.0,3.0,2.0,2.0,9.0,2.0
2017-08-20,0.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,7.0,4.0,6.0,4.0,4.0,1.0,4.0,4.0,0.0,4.0,1.0
2017-08-21,0.0,1.0,0.0,2.0,1.0,3.0,3.0,2.0,5.0,5.0,6.0,3.0,5.0,3.0,5.0,5.0,6.0,2.0,7.0,6.0,7.0,5.0,0.0,5.0
2017-08-22,0.0,0.0,0.0,1.0,0.0,4.0,10.0,4.0,7.0,5.0,9.0,5.0,12.0,7.0,9.0,5.0,10.0,5.0,9.0,6.0,1.0,3.0,0.0,0.0
2017-08-23,0.0,1.0,0.0,0.0,0.0,0.0,9.0,12.0,13.0,8.0,8.0,5.0,9.0,4.0,12.0,5.0,5.0,14.0,5.0,3.0,5.0,4.0,3.0,5.0
2017-08-24,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,7.0,7.0,4.0,3.0,5.0,10.0,8.0,7.0,15.0,18.0,4.0,7.0,6.0,7.0,5.0,2.0
2017-08-25,0.0,0.0,1.0,0.0,0.0,2.0,7.0,7.0,7.0,4.0,5.0,7.0,13.0,3.0,10.0,9.0,10.0,11.0,8.0,4.0,6.0,5.0,3.0,0.0
2017-08-26,0.0,2.0,1.0,0.0,0.0,2.0,1.0,6.0,10.0,1.0,9.0,11.0,10.0,7.0,8.0,7.0,7.0,5.0,7.0,7.0,7.0,5.0,5.0,7.0
2017-08-27,0.0,2.0,5.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,4.0,2.0,9.0,2.0,10.0,2.0,3.0,6.0,2.0,0.0,6.0,3.0,1.0,3.0
2017-08-28,0.0,0.0,2.0,0.0,1.0,5.0,10.0,8.0,3.0,6.0,13.0,10.0,14.0,8.0,7.0,9.0,11.0,13.0,5.0,12.0,6.0,5.0,4.0,3.0
2017-08-29,0.0,2.0,0.0,1.0,1.0,2.0,12.0,20.0,9.0,10.0,9.0,6.0,7.0,8.0,7.0,4.0,11.0,9.0,8.0,9.0,3.0,6.0,3.0,2.0
2017-08-30,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,4.0,6.0,7.0,8.0,4.0,4.0,5.0,6.0,8.0,11.0,10.0,6.0,6.0,1.0,3.0,0.0
