BARRIO,Lon,Lat
aguasfrias,-75.62211568999999,6.234485002857142
aldeapablovi,-75.54225981350001,6.288645841500001
alejandria,-75.5708286966666,6.201678364728693
alejandroechavarria,-75.54652467213016,6.237339819704135
alfonsolopez,-75.57479547311821,6.283765383010748
altamira,-75.58194574403362,6.279539518571424
altavista,-75.60691450037734,6.224452205849058
altavistasectorcentral,-75.62086898363636,6.2220120172727285
altosdelpoblado,-75.55281700023811,6.2096999859523825
andalucia,-75.55588127372094,6.298483190000002
antonionari単o,-75.62141936206898,6.257385674827585
aranjuez,-75.56131728119404,6.280746345373133
areadeexpansionaltavista,-75.6127241,6.22238356
areadeexpansionaltosdecalasanz,-75.60587793916666,6.270117574166665
areadeexpansionbelenrincon,-75.60811249,6.21584616
areadeexpansionpajarito,-75.61487048430655,6.282405329854013
areadeexpansionsanantoniodeprado,-75.65439657666666,6.180688710666666
asomaderano1,-75.56419394614171,6.228444471338579
asomaderano2,-75.56212808355772,6.216498010000005
asomaderano3,-75.55892096687501,6.217052123124999
astorga,-75.57289437196427,6.209352245535716
auresno1,-75.593824790099,6.286078963168317
auresno2,-75.59166162299998,6.287613817692309
barriocaicedo,-75.5539349049677,6.242316719935487
barriocolombia,-75.57401618314411,6.22707193353711
barriocolon,-75.568874917992,6.242720400040158
barriocristobal,-75.60957335785713,6.248151541071429
barriodejesus,-75.53660872596774,6.230635297258065
barriosdejesus,-75.53226176,6.2276837
batallongirardot,-75.54687591,6.260443485
bcerroelvolador,-75.58328154076918,6.26205288897436
belalcazar,-75.56585146370689,6.296321843448274
belen,-75.59996448307696,6.231792837010985
belencito,-75.618318086875,6.247125408125001
bellohorizonte,-75.58995605016666,6.282497820166666
berlin,-75.55561099263511,6.284841046891896
bermejal-losalamos,-75.565198058125,6.281343771249998
betania,-75.62104023736842,6.244486797894735
blanquizal,-75.60490921052629,6.275025988947369
bolivariana,-75.59023262273747,6.245714577541899
bombonano1,-75.56268135235287,6.2432009604901975
bombonano2,-75.54478790156251,6.228713697968753
bosquesdesanpablo,-75.58098969000002,6.275094247704917
boston,-75.55931024788732,6.247582194741777
boyaca,-75.56569957763517,6.3034592381756775
brasilia,-75.55941883919999,6.273621060900001
buenosaires,-75.55629198263799,6.239776769631907
bugapatiobonito,-75.63557961333333,6.221679346666666
cabecerasanantoniodeprado,-75.64579777186229,6.177210432751669
cabeceraurbanasancristobal,-75.63323353888892,6.278407514537038
calasanz,-75.59853706440794,6.262623224210528
calasanzpartealta,-75.60110993650002,6.2662948586250025
callenueva,-75.57419284003102,6.239891033074543
campoalegre,-75.61156103871556,6.253589604311923
campoamor,-75.58172450134245,6.213085036643275
campovaldesno1,-75.55635969380327,6.272866542222218
campovaldesno2,-75.55262969315146,6.272551294303026
caribe,-75.5743094645346,6.268800729742635
carloserestrepo,-75.5804502475642,6.256642242307692
carpinelo,-75.53925301157894,6.28754340263158
castilla,-75.57157059656508,6.289496557500012
castropol,-75.56842358784002,6.219482847599997
catalu単a,-75.55172931764706,6.231529691176469
cementeriouniversal,-75.5736852153333,6.276618212000001
centroadministrativo,-75.57498465254909,6.242483151372548
cerronutibara,-75.57783539060237,6.234016234136542
corazondejesus,-75.5774897101134,6.249482495124717
cordoba,-75.57764168132744,6.279972703805309
cristorey,-75.58428835986346,6.205486476791819
cuartabrigada,-75.5880199108675,6.2603318116438365
cucaracho,-75.60264955552937,6.279780651294122
diegoechavarria,-75.59574901859155,6.213621758169016
docedeoctubreno1,-75.57934139205129,6.306529843162388
docedeoctubreno2,-75.58003077206895,6.300366767931035
eduardosantos,-75.62737709,6.258319743333334
elcastillo,-75.57402991309087,6.193195778181817
elchagualo,-75.57129861195054,6.260314444953562
elcompromiso,-75.54395340142855,6.287544294000001
elcorazon,-75.62540820473684,6.247008902631579
elcorazonelmorro,-75.63482862999999,6.24820167
eldanubio,-75.60846746712123,6.25230214439394
eldiamante,-75.58624319634833,6.2851191521348335
eldiamanteno2,-75.57535392129031,6.186769274193548
elestadio,-75.59582589326641,6.259862167638186
elnogal-losalmendros,-75.59502242679488,6.238099156282053
elpesebre,-75.5986006019149,6.272434191702126
elpicacho,-75.59052471999999,6.29462201
elpinal,-75.5460166258889,6.243054290333332
elplan,-75.51357958,6.20427951
elpoblado,-75.56865082341771,6.209534755759491
elpomar,-75.55270677458336,6.268025503888882
elprogreso,-75.57711454573155,6.273640096951227
elprogresono2,-75.58304285545454,6.306626671363636
elraizal,-75.54614301303035,6.2688086342424265
elrincon,-75.60263981768215,6.211778044569532
elrodeo,-75.59365970757577,6.204983451818181
elsalado,-75.62488472733335,6.254803582666666
elsalvador,-75.56231784470585,6.237048054019605
elsocorro,-75.61772701444443,6.260075106666666
eltesoro,-75.55819548618703,6.201813088561147
eltriunfo,-75.58455644071428,6.30799277857143
eluvito,-75.64979091,6.28520213
elvelodromo,-75.59694439954194,6.253856482900763
enciso,-75.55105756290322,6.248850360725809
estacionvilla,-75.56958009124534,6.255914966226409
facultaddeminasunacional,-75.59242328044031,6.273327045903073
facultadveterinariayzootecniaudea,-75.58856742384616,6.270896602307693
fatima,-75.58515565788026,6.234432661751148
ferrini,-75.59699334702128,6.268374231489363
florencia,-75.56677460307694,6.309998922307692
floridanueva,-75.59075018162335,6.250225984545457
franciscoantoniozea,-75.57264763073685,6.285177076842101
fuenteclara,-75.60536305451613,6.276711105161289
gerona,-75.55909573289156,6.238054885421687
girardot,-75.56873735860759,6.296511540316455
granada,-75.59358969414635,6.229864839390245
granizal,-75.54659356677422,6.292169587903227
guayabal,-75.58574971242773,6.199409047138726
guayaquil,-75.57278771863562,6.246808763813081
hectorabadgomez,-75.55913065408265,6.301001763577969
hospitalsanvicentedepaul,-75.566219095,6.26241024352941
inst,-75.58174746766667,6.247383111666668
jardinbotanico,-75.56459966421055,6.270011780789472
jesusnazareno,-75.56859562906179,6.2585989330295
juanpabloii,-75.52922358666666,6.2297205799999995
juanxxiiilaquiebra,-75.61305639869566,6.26473518869565
kennedy,-75.58286997728727,6.288407309148938
laaguacatala,-75.57834020649986,6.1981029667187535
laalpujarra,-75.57633553296145,6.245840552373222
laamerica,-75.6045976078283,6.250878895606061
laavanzada,-75.53973660999999,6.2944762770588225
lacandelaria,-75.5662624644693,6.248689587886744
lacastellana,-75.60579498490914,6.239428072000001
lacolina,-75.5911210264474,6.199716852236846
lacruz,-75.54041445285714,6.2702692749999995
laesperanza,-75.57655512336063,6.291774210245903
laesperanzano2,-75.54245869249998,6.290412869642858
lafloresta,-75.60149607814817,6.256381364148147
laflorida,-75.5693550783152,6.204274057173912
lafrancia,-75.5548059180435,6.300911140434781
lafrontera,-75.55472017128203,6.30456666230769
lagloria,-75.60235428723524,6.223158510176464
lahondonada,-75.60182767829794,6.204192229361698
laisla,-75.5491669113158,6.302799034736841
laladera,-75.55273568999999,6.252154241111111
lalibertad,-75.54322653903226,6.240235064193548
lalinde,-75.56899636384615,6.212489969230768
lalomadelosbernal,-75.603009792,6.219090852
lalomaoriental,-75.62440005,6.271707829090909
lamansion,-75.55598218698111,6.258992756981134
lamilagrosa,-75.55509836265963,6.235432210212764
lamota,-75.60000753661289,6.210919747741935
laoculta,-75.67448059,6.19557342
lapalma,-75.6023976936735,6.228856114897963
lapilarica,-75.5857901723529,6.275436600924364
lapi単uela,-75.55633062378789,6.281060577121213
lapradera,-75.61132077473684,6.2606485356140364
larosa,-75.55970774622644,6.290859375283019
lasacacias,-75.6008309845726,6.24070260795539
lasalle,-75.54867855524273,6.283180207766987
lasbrisas,-75.5631600320554,6.306190214277774
lasesmeraldas,-75.55484724878049,6.278575076585366
lasestancias,-75.53436010374999,6.232784611875002
lasgranjas,-75.54888687541899,6.279045302290504
lasierra,-75.53008884249999,6.232447915
lasindependencias,-75.62323261,6.2497490336363635
laslomasno1,-75.56244121386548,6.210010380084033
laslomasno2,-75.55739194062501,6.209041039218747
lasmercedes,-75.60825605590911,6.235240989848484
laspalmas,-75.56166663145164,6.230315746451612
lasplayas,-75.59746340782608,6.219968789021742
lasvioletas,-75.61366916095237,6.233193680317463
laureles,-75.59601363699268,6.243040778115948
laverde,-75.639906810625,6.192237564999999
llanaditas,-75.540291591,6.253688931999999
lomadelosbernal,-75.60234277265629,6.2184304196874995
lopezdemesa,-75.5831187448241,6.284017588492468
lorena,-75.59901876832336,6.247677167425144
loreto,-75.55842734215997,6.23136706064
losalcazares,-75.60452682358977,6.260275614871793
losalpes,-75.60762795240502,6.231477104177218
losangeles,-75.55816366153059,6.251591843265305
losbalsosno1,-75.56254401363637,6.189243292000002
losbalsosno2,-75.57237750811967,6.19653936162393
loscerroselvergel,-75.54416276583335,6.232548412777778
loscolores,-75.59463358160093,6.265664264627187
losconquistadores,-75.5828035860655,6.24079613471593
losmangos,-75.54513317978491,6.249822580322585
losnaranjos,-75.56000916292935,6.197091689999999
lospinos,-75.59918702005456,6.250525043060111
manila,-75.57492446050442,6.212952701540613
manriquecentralno1,-75.55720197173726,6.265298973050847
manriquecentralno2,-75.55459490569996,6.263233841600002
manriqueoriental,-75.55011681223601,6.264317004906831
mariacanocarambolas,-75.53913641833334,6.284222918333334
medialuna,-75.53646440000001,6.22884104
metropolitano,-75.608979816,6.262324511999999
miradordeldoce,-75.58250889571427,6.303907184285714
miraflores,-75.55126656584166,6.2368717499009945
miranda,-75.56352830829407,6.274259475058827
miravalle,-75.60074345636363,6.235534201818182
monteclaro,-75.60011353173911,6.287578297826087
moravia,-75.56765728770498,6.276016436639343
moscuno1,-75.55454521200002,6.291414606000001
moscuno2,-75.54964825941175,6.2888879874509795
naranjal,-75.58333995550998,6.249536378489783
nuevavilladeaburra,-75.60314287387096,6.234485168387098
nuevavilladelaiguana,-75.58340542122227,6.261386030888889
nuevosconquistadores,-75.62794696785714,6.250660009285714
ochodemarzo,-75.52907776916668,6.2281966666666655
olayaherrera,-75.61174004446809,6.27324819893617
oleoducto,-75.5702320094611,6.283646685449111
oriente,-75.54448648045454,6.272415880454545
pablovi,-75.55391662249998,6.3031581249999995
pajarito,-75.60565097272729,6.282033483333332
palenque,-75.59504192521123,6.278498247464787
palermo,-75.56429423137611,6.286293588256885
parquejuanpabloii,-75.58961954186664,6.221778720866668
parquenorte,-75.56609960454549,6.269456245151515
patiobonito,-75.57617208439012,6.2072071187317075
pedregal,-75.5735019181621,6.301136032486489
pedregalalto,-75.63367728615387,6.2828503223076915
pedregalbajo,-75.62458707,6.28384472
perpetuosocorro,-75.57406261380156,6.233895896637378
picachito,-75.58586422545456,6.298791978636363
picacho,-75.58405060773966,6.295033067191784
piedrasblancas,-75.5368345057143,6.265617183333335
piedrasblancasrepresa,-75.51165115,6.28068992
playondeloscomuneros,-75.55352603878374,6.306502685810811
plazadeferias,-75.56531388166665,6.299052315000001
popular,-75.54825907000003,6.298578287283952
potrerito,-75.66641283,6.19228231
prado,-75.56231261540236,6.258798088333333
robledo,-75.5965905441799,6.275677470000004
rosales,-75.5909938692333,6.234159949297128
sanantonio,-75.53807143,6.23836101
sanbenito,-75.5735459338756,6.25345020671281
sanbernardo,-75.59681510105825,6.226097473756617
sandiego,-75.56904157924501,6.233274904567205
sangerman,-75.59001934971432,6.2688111576571375
sanisidro,-75.56096887177883,6.285903209278851
sanjavierno1,-75.61660569593504,6.255763259674794
sanjavierno2,-75.61388246458334,6.257904101458332
sanjoaquin,-75.58474279201546,6.2468440028682215
sanjosedelamonta単a,-75.63943435,6.30199375
sanjoselacimano1,-75.543155508,6.282703742
sanjoselacimano2,-75.54400748,6.280098056666667
sanlucas,-75.56625945407413,6.1827527918518514
sanmartindeporres,-75.58102340480914,6.294535240381679
sanmiguel,-75.55677934280574,6.254630129928058
sanpablo,-75.54722499566668,6.286257205499998
sanpedro,-75.56154876937852,6.26512124418079
santacruz,-75.56001615999999,6.292801780704222
santafe,-75.57976635182945,6.222643321550274
santaines,-75.54811429791306,6.272082319565218
santalucia,-75.60617205999998,6.258346783191488
santamargarita,-75.61442310285715,6.2761914904761955
santamariadelosangeles,-75.57998312747121,6.191582895919537
santamonica,-75.61351362015625,6.247885841875
santander,-75.57605466663459,6.305807066153847
santarosadelima,-75.60577066833334,6.26296242
santateresita,-75.610484857193,6.243504095263161
santodomingosaviono1,-75.54413565210527,6.296477862736841
santodomingosaviono2,-75.54072930962963,6.297770448518518
sevilla,-75.56559964970342,6.265017783771184
simonbolivar,-75.60578170410257,6.245134898974362
sinnombre,-75.60092985,6.27048722
suburbanoaltavista,-75.62856630916667,6.223110986666668
suburbanoelllano,-75.59742104181818,6.260506798181819
suburbanoeltesoro,-75.55377816142858,6.184233061428572
suburbanolaloma,-75.63010331034484,6.271237010517243
suburbanomiradordelpoblado,-75.54947576300003,6.21423326
suburbanopalmapatio,-75.644065402,6.27714041
suburbanopalmitas,-75.69069235,6.34331516
suburbanopedregalalto,-75.63004426,6.286008045
suburbanotravesias,-75.64219278238096,6.282965102857143
sucre,-75.55293064349995,6.245051023249999
suramericana,-75.58212893836536,6.253819232243602
tejelo,-75.56886377802549,6.305722776560509
tenche,-75.58058573709486,6.231139178491625
terminaldetransporte,-75.57195932675974,6.276278599502987
toscana,-75.55886952858366,6.308318554163086
trecedenoviembre,-75.54176120833334,6.245922676666666
tricentenario,-75.56732712786425,6.291942748834944
trinidad,-75.5831061074194,6.2265958377957
udatanasiogirardot,-75.59197211081629,6.25611240530612
universidaddeantioquia,-75.57024797128707,6.264910459653458
universidadnacional,-75.57436360414808,6.262444250962953
upb,-75.5895132117857,6.241933689285716
veintedejulio,-75.62014479688523,6.252110724754098
versallesno1,-75.54403048822785,6.264168109113924
versallesno2,-75.5411650309091,6.26438263818182
villacarlota,-75.57532340028524,6.219158015763764
villadelsocorro,-75.55274167694118,6.294552414941178
villaflora,-75.58983462755674,6.278293444999999
villaguadalupe,-75.55118161716047,6.287031976419753
villahermosa,-75.55139336026546,6.257623923008849
villaliliam,-75.53330617148148,6.23517503777778
villalilliam,-75.53303223,6.23590588
villaniza,-75.55818136368424,6.2958307394736845
villanueva,-75.56326571268245,6.253694255930642
villatina,-75.5401886993,6.236571342500003
villaturbay,-75.53048386,6.236400625000001
volcanaguayabal,-75.64850002,6.33157453
yolombo,-75.60943818461539,6.294764886153844
